Name,Season,Bats,MLB,Age,WAR,G,PA,key_MLB,year,AB,H,D,T,HR,K,BB,Kpct,BBpct,AVG,SLG,OBP,OPS,BABIP,RBI,CS,SB,Balls,CStrikes,GDP,HBP,IBB,SH,SF,R,Strikes,XAVG,XSLG,WOBA,XWOBA,XOBP,barrelpct,solidpct,flareburnpct,Pitches,whiffpct,battedballs,RC,RC27,O,ICR,whiff,barrel,solid,flareburn,KminusBB,strICR,key_FG,Def,Off,BsR,wRC+,Last_First,Pos,Name2,RJML,SSBL,CJPL
Maikel Garcia,2024,R,KCR,24,1.1535,157,626,672580,2024,575,133,27,5,7,103,42,16.5,6.7,0.231,0.332,0.281,0.613,0.268,58,2,37,821,486,7,0,0,4,5,84,1511,0.264,0.376,0.27,0.303,0.314,3.7,4.8,26.6,2360,15.5,481,59.887,3.5,400,35.1,366.0,18.0,23.0,128.0,9.8,0.497,22715,4.2036,-13.9009,8.0862,69.3017,"Garcia, Maikel",546.0,Maikel Garcia,RAC,SIP,WAW
Royce Lewis,2024,R,MIN,25,1.145,82,325,668904,2024,292,68,16,0,16,74,28,22.8,8.6,0.233,0.452,0.295,0.747,0.251,47,0,0,399,167,5,0,2,0,5,40,807,0.248,0.445,0.317,0.323,0.311,11.2,5.4,20.6,1233,27.0,223,39.581,4.6,226,37.2,333.0,25.0,12.0,46.0,14.2,0.52,20437,-1.4831,1.7367,-1.1417,107.7409,"Lewis, Royce",54.0,Royce Lewis,RM,CW,NYZ
Luis Arraez,2024,L,- - -,27,1.1285,150,672,650333,2024,637,200,32,3,4,29,24,4.3,3.6,0.314,0.392,0.346,0.738,0.324,46,3,9,694,478,18,8,3,2,1,83,1680,0.312,0.405,0.323,0.326,0.345,1.6,3.8,32.6,2416,6.8,611,82.824,4.9,397,38.0,164.0,10.0,23.0,199.0,0.6999999999999997,0.503,18568,-18.0825,6.634,-0.7643,109.2065,"Arraez, Luis",34.0,Luis Arraez*,GRF,IR,TBT
Tyrone Taylor,2024,R,NYM,30,1.1134,128,345,621438,2024,319,79,22,3,7,80,19,23.2,5.5,0.248,0.401,0.299,0.7,0.309,35,2,10,376,238,4,5,1,1,1,46,873,0.253,0.394,0.304,0.304,0.304,7.1,7.5,24.9,1323,22.0,241,39.424,4.3,231,39.5,291.0,17.0,18.0,60.0,17.7,0.516,13675,0.1801,-0.6541,0.3361,97.5502,"Taylor, Tyrone",987.0,Tyrone Taylor,DV,OCS,GDJ
Jose Miranda,2024,R,MIN,26,1.113,121,429,669304,2024,401,114,28,4,9,66,18,15.4,4.2,0.284,0.441,0.322,0.763,0.318,49,2,2,479,219,13,6,1,0,4,44,1024,0.259,0.402,0.328,0.306,0.301,5.9,7.7,21.2,1540,22.5,339,53.357,4.7,272,34.8,346.0,20.0,26.0,72.0,11.2,0.512,20538,-7.3803,3.8573,-3.5561,115.1037,"Miranda, Jose",53.0,Jose Miranda,HVH,NB,STL
Leody Taveras,2024,B,TEX,25,1.108,151,529,665750,2024,480,110,17,3,12,112,42,21.2,7.9,0.229,0.352,0.289,0.641,0.272,44,6,23,689,300,8,0,0,3,4,59,1280,0.244,0.38,0.282,0.3,0.304,5.9,5.3,24.5,2008,26.0,375,51.005,3.5,314,35.7,522.0,22.0,20.0,92.0,13.3,0.504,18900,2.2191,-9.1235,1.606,82.2726,"Taveras, Leody",8.0,Leody Taveras#,avail,HOB,STL
Zach McKinstry,2024,L,DET,29,1.0828,118,325,656716,2024,297,64,14,5,4,69,24,21.2,7.4,0.215,0.337,0.277,0.614,0.265,23,0,16,411,220,3,2,0,0,2,32,816,0.24,0.37,0.27,0.295,0.301,4.3,7.8,30.0,1249,22.1,230,31.084,3.5,190,42.1,276.0,10.0,18.0,69.0,13.8,0.498,19392,3.8603,-4.2086,5.0511,75.098,"McKinstry, Zach",65479.0,Zach McKinstry*,HAL,WC,LWC
Mike Tauchman,2024,L,CHC,33,1.0802,109,350,643565,2024,298,74,12,1,7,70,47,20.0,13.4,0.248,0.366,0.357,0.723,0.302,29,2,6,582,220,7,4,0,0,1,50,927,0.245,0.391,0.325,0.333,0.355,7.4,4.8,26.2,1537,22.5,229,41.727,4.8,229,38.4,346.0,17.0,11.0,60.0,6.6,0.489,15274,-5.9341,4.7392,0.0568,111.1873,"Tauchman, Mike",978.0,Mike Tauchman*,CAM,SSF,RAH
Brayan Rocchio,2024,B,CLE,23,1.0788,143,442,677587,2024,383,79,18,0,8,90,44,20.4,10.0,0.206,0.316,0.298,0.614,0.245,36,6,10,569,264,11,8,1,2,5,50,1064,0.213,0.31,0.276,0.277,0.305,4.0,4.0,21.3,1669,24.1,300,36.908,3.0,246,29.3,402.0,12.0,12.0,64.0,10.4,0.532,23690,8.4731,-12.7605,-2.1795,79.0769,"Rocchio, Brayan",6.0,Brayan Rocchio#,GH,NB,RAH
Wenceel Perez,2024,B,DET,24,1.0589,112,425,672761,2024,389,94,16,6,9,92,32,21.6,7.5,0.242,0.383,0.3,0.683,0.294,37,5,9,597,315,5,1,0,2,1,51,1123,0.243,0.359,0.299,0.292,0.302,4.3,6.3,26.7,1754,20.9,300,45.099,4.0,262,37.3,367.0,13.0,19.0,80.0,14.1,0.513,22857,-3.1036,-0.8097,1.5546,95.1379,"Pérez, Wenceel",987.0,Wenceel Perez#,avail,rook,rook
Michael Siani,2024,L,STL,24,1.0579,124,334,672279,2024,298,68,7,2,2,92,21,27.5,6.3,0.228,0.285,0.285,0.57,0.322,20,3,20,395,247,2,3,0,11,1,42,877,0.205,0.266,0.257,0.241,0.265,2.3,2.3,22.9,1289,28.9,218,28.1,3.1,195,27.5,373.0,5.0,5.0,50.0,21.2,0.587,22557,10.8973,-11.7755,2.6117,63.9787,"Siani, Michael",897.0,Michael Siani*,avail,avail,avail
Ronald Acuna Jr.,2024,R,ATL,26,1.0274,49,222,660670,2024,192,48,8,1,4,53,27,23.9,12.2,0.25,0.365,0.351,0.716,0.326,15,3,16,345,115,4,3,0,0,0,38,540,0.262,0.43,0.322,0.348,0.362,9.4,6.5,24.5,905,27.5,139,27.543,4.9,158,40.4,249.0,13.0,9.0,34.0,11.7,0.473,18401,-1.3555,3.9119,2.561,105.0884,"Acuña Jr., Ronald",9.0,Ronald Acuna Jr.,PR,MVR,RAH
Jonah Bride,2024,R,MIA,28,1.0216,71,272,681146,2024,232,64,10,0,11,55,30,20.2,11.0,0.276,0.461,0.357,0.818,0.306,39,1,0,403,284,9,3,1,0,7,30,726,0.225,0.338,0.351,0.297,0.319,5.4,4.3,22.8,1157,16.7,184,38.05,5.6,188,32.5,193.0,10.0,8.0,42.0,9.2,0.524,24703,-5.1087,5.9436,-1.6524,123.3532,"Bride, Jonah",354.0,Jonah Bride,avail,VM,avail
Mark Canha,2024,R,- - -,35,1.0077,125,462,592192,2024,393,95,20,0,7,96,51,20.8,11.0,0.242,0.346,0.344,0.69,0.298,42,0,7,660,423,10,13,2,0,5,46,1232,0.214,0.311,0.31,0.29,0.324,3.3,5.0,22.8,1946,21.8,302,51.073,4.4,278,31.1,424.0,10.0,15.0,69.0,9.8,0.537,11445,-7.7621,2.1231,0.8497,102.3458,"Canha, Mark",379.0,Mark Canha,CC,HOB,SEA
Paul Goldschmidt,2024,R,STL,36,1.0064,154,654,502671,2024,599,147,33,1,22,173,47,26.5,7.2,0.245,0.414,0.302,0.716,0.308,65,0,11,871,486,20,2,2,0,2,70,1783,0.258,0.464,0.31,0.333,0.314,10.7,8.9,26.6,2719,27.4,428,72.29,4.1,401,46.2,745.0,46.0,38.0,114.0,19.3,0.51,9218,-10.6819,-1.3491,-0.0629,98.3555,"Goldschmidt, Paul",3.0,Paul Goldschmidt,GRF,SLB,JFS
Connor Wong,2024,R,BOS,28,0.9962,126,487,657136,2024,447,125,24,1,13,114,28,23.4,5.7,0.28,0.425,0.333,0.758,0.348,52,7,8,586,267,7,9,1,1,2,54,1229,0.233,0.363,0.33,0.289,0.292,6.3,5.4,24.4,1865,28.7,336,62.324,5.0,315,36.1,535.0,21.0,18.0,82.0,17.7,0.529,19896,-12.1362,5.5491,-0.1639,110.2532,"Wong, Connor",234.0,Connor Wong,SV,VM,OBS
Mike Trout,2024,R,LAA,32,0.984,29,126,545361,2024,109,24,1,2,10,27,16,21.4,12.7,0.22,0.541,0.325,0.866,0.194,14,1,6,223,96,0,1,1,0,0,17,340,0.273,0.599,0.365,0.406,0.371,17.1,6.1,19.5,574,20.5,82,21.041,6.6,102,42.7,118.0,14.0,5.0,16.0,8.7,0.47,10155,-1.532,6.8594,1.2206,139.115,"Trout, Mike",8.0,Mike Trout,STE,NB,OCG
Josh Lowe,2024,L,TBR,26,0.9759,106,387,666139,2024,353,85,19,2,10,123,32,31.8,8.3,0.241,0.391,0.302,0.693,0.338,34,1,25,550,233,2,0,4,0,2,37,1095,0.229,0.392,0.299,0.296,0.293,10.3,6.5,25.9,1672,31.8,232,46.931,4.6,253,42.7,532.0,24.0,15.0,60.0,23.5,0.536,19953,-5.7661,2.3155,3.2089,97.9823,"Lowe, Josh",978.0,Josh Lowe*,RAC,MVR,WAW
Max Kepler,2024,L,MIN,31,0.9654,105,399,596146,2024,368,93,21,1,8,80,22,20.1,5.5,0.253,0.38,0.302,0.682,0.3,42,0,1,479,196,3,5,0,0,3,43,979,0.247,0.387,0.298,0.302,0.301,6.2,7.2,24.1,1498,24.4,291,43.831,4.2,242,37.5,366.0,18.0,21.0,70.0,14.6,0.508,12144,-0.435,-3.5175,-0.8463,94.1487,"Kepler, Max",9.0,Max Kepler*,ALA,SIP,GDJ
Jacob Stallings,2024,R,COL,34,0.9628,82,281,607732,2024,243,64,17,1,9,65,27,23.1,9.6,0.263,0.453,0.357,0.81,0.324,36,0,0,357,192,10,9,1,1,1,31,678,0.235,0.384,0.353,0.318,0.333,7.2,7.2,27.2,1073,29.4,180,38.479,5.4,195,41.6,315.0,13.0,13.0,49.0,13.500000000000002,0.492,13723,-1.2183,1.1842,-3.4864,113.8996,"Stallings, Jacob",2.0,Jacob Stallings,avail,WAU,avail
Jonny Deluca,2024,R,TBR,25,0.9426,107,362,676356,2024,332,72,12,4,6,77,24,21.3,6.6,0.217,0.331,0.278,0.609,0.265,31,6,16,397,186,1,4,1,2,0,29,910,0.235,0.33,0.269,0.277,0.294,3.9,4.7,26.1,1345,24.0,257,32.468,3.3,203,34.7,323.0,10.0,12.0,67.0,14.7,0.544,26365,5.9571,-8.8964,0.6408,76.9731,"DeLuca, Jonny",987.0,Jonny Deluca,PR,avail,OBS
Jake Fraley,2024,L,CIN,29,0.9371,116,382,641584,2024,350,97,19,2,5,70,26,18.3,6.8,0.277,0.386,0.33,0.716,0.331,26,5,20,404,124,6,3,0,0,3,44,895,0.246,0.328,0.314,0.284,0.305,3.2,3.5,25.1,1331,21.3,283,46.512,4.7,238,31.8,284.0,9.0,10.0,71.0,11.5,0.537,19260,-2.8476,-0.7981,1.7065,94.5171,"Fraley, Jake",97.0,Jake Fraley*,RAM,SSF,OCG
Jorge Soler,2024,R,- - -,32,0.9364,140,574,624585,2024,493,119,34,1,21,141,68,24.6,11.8,0.241,0.442,0.338,0.78,0.293,64,0,1,841,393,9,6,0,0,4,83,1431,0.247,0.454,0.34,0.349,0.345,12.6,7.3,22.5,2361,28.9,356,77.286,5.4,410,42.4,682.0,45.0,26.0,80.0,12.8,0.478,14221,-18.376,8.53,-4.2565,118.8249,"Soler, Jorge",97.0,Jorge Soler,HOM,MVR,FMB
Ramon Urias,2024,R,BAL,30,0.9279,100,301,602104,2024,272,69,9,2,11,55,23,18.3,7.6,0.254,0.423,0.322,0.745,0.28,37,1,1,396,160,0,5,0,0,1,39,730,0.25,0.44,0.325,0.331,0.321,8.7,5.5,24.8,1150,26.8,218,39.331,5.2,208,39.0,308.0,19.0,12.0,54.0,10.7,0.487,18795,-5.6677,4.6192,-0.622,115.2188,"Urías, Ramón",543.0,Ramon Urias,ALA,SR,TBT
Ozzie Albies,2024,B,ATL,27,0.9241,97,435,645277,2024,399,100,29,1,10,65,27,14.9,6.2,0.251,0.404,0.303,0.707,0.274,48,1,8,515,147,6,5,0,0,4,50,1065,0.251,0.396,0.307,0.306,0.305,6.2,4.7,24.9,1649,20.5,338,50.448,4.4,282,35.8,338.0,21.0,16.0,84.0,8.7,0.499,16556,-0.8084,-4.4282,0.3017,90.7152,"Albies, Ozzie",4.0,Ozzie Albies#,GNB,OCS,HAM
Luis Torrens,2024,R,NYM,28,0.9235,46,130,620443,2024,118,27,8,0,3,28,9,21.5,6.9,0.229,0.373,0.292,0.665,0.273,15,1,0,160,91,5,2,0,0,1,14,321,0.263,0.41,0.292,0.322,0.326,6.6,7.7,31.9,510,21.5,91,11.663,3.2,75,46.2,110.0,6.0,7.0,29.0,14.6,0.465,15905,6.6315,-1.9184,-1.0405,94.2196,"Torrens, Luis",2.0,Luis Torrens,avail,avail,avail
Orlando Arcia,2024,R,ATL,29,0.8993,155,602,606115,2024,551,120,24,0,17,128,41,21.3,6.8,0.218,0.354,0.271,0.625,0.249,46,0,2,759,346,16,2,1,1,7,50,1478,0.208,0.331,0.273,0.263,0.265,5.3,6.5,18.6,2332,26.4,431,51.553,3.1,304,30.4,616.0,23.0,28.0,80.0,14.5,0.521,13185,9.1506,-20.2873,-1.094,73.0702,"Arcia, Orlando",6.0,Orlando Arcia,VAN,SLB,WAW
Pavin Smith,2024,L,ARI,28,0.8884,60,158,656976,2024,137,37,11,0,9,31,18,19.6,11.4,0.27,0.547,0.348,0.895,0.28,36,0,1,227,133,4,0,0,0,3,26,375,0.294,0.537,0.377,0.395,0.375,14.7,2.8,25.7,631,21.5,109,26.391,6.7,143,43.2,136.0,16.0,3.0,28.0,8.200000000000001,0.445,19892,-3.0391,6.3798,-1.571,142.0805,"Smith, Pavin",793.0,Pavin Smith*,avail,OCS,avail
Oswaldo Cabrera,2024,B,NYY,25,0.8814,108,326,665828,2024,299,74,11,0,8,63,21,19.3,6.4,0.247,0.365,0.296,0.661,0.286,36,2,4,415,214,6,1,0,2,3,47,820,0.249,0.338,0.29,0.285,0.302,3.7,5.8,28.6,1267,18.8,241,32.231,3.7,204,38.1,238.0,9.0,14.0,69.0,12.9,0.502,21707,2.7484,-5.081,-0.4581,87.6058,"Cabrera, Oswaldo",54369.0,Oswaldo Cabrera#,RM,CW,ANG
Nicky Lopez,2024,L,CHW,29,0.8615,124,445,670032,2024,398,96,12,3,1,67,37,15.1,8.3,0.241,0.294,0.312,0.606,0.288,21,7,5,555,262,3,4,0,6,0,40,1051,0.23,0.295,0.275,0.271,0.303,1.5,1.5,23.4,1628,19.4,337,38.066,3.2,219,26.4,316.0,5.0,5.0,79.0,6.799999999999999,0.536,19339,5.7742,-12.2659,-0.4639,76.8197,"Lopez, Nicky",46.0,Nicky Lopez*,HVH,SIP,avail
Donovan Solano,2024,R,SDP,36,0.8591,96,309,456781,2024,283,81,13,0,8,65,22,21.0,7.1,0.286,0.417,0.343,0.76,0.346,35,1,2,385,253,6,3,0,0,1,31,854,0.259,0.388,0.333,0.31,0.319,3.7,7.3,31.5,1273,23.5,219,40.388,5.2,196,42.5,299.0,8.0,16.0,69.0,13.9,0.525,8623,-5.2907,3.3207,-3.1591,117.5361,"Solano, Donovan",53.0,Donovan Solano,GH,SSF,WWL
Ceddanne Rafaela,2024,R,BOS,23,0.8493,152,571,678882,2024,544,134,23,5,15,151,15,26.4,2.6,0.246,0.39,0.274,0.664,0.312,75,10,19,506,224,8,7,1,2,3,70,1506,0.235,0.38,0.286,0.278,0.264,7.5,5.0,23.9,2070,32.9,398,55.572,3.5,367,36.4,681.0,30.0,20.0,95.0,23.799999999999997,0.588,24262,2.1731,-12.982,0.6063,79.2007,"Rafaela, Ceddanne",6845.0,Ceddanne Rafaela,RM,IR,ILK
Tommy Edman,2024,B,LAD,29,0.8422,37,153,669242,2024,139,33,5,1,6,30,11,19.6,7.2,0.237,0.417,0.294,0.711,0.257,20,0,6,198,91,2,1,0,0,2,20,353,0.222,0.33,0.307,0.271,0.282,3.6,5.4,24.3,567,24.0,111,18.347,4.5,108,33.3,136.0,4.0,6.0,27.0,12.400000000000002,0.492,19470,1.7397,1.321,1.6845,98.0129,"Edman, Tommy",86.0,Tommy Edman#,RAM,CW,OCG
Jason Heyward,2024,L,- - -,34,0.8366,87,258,518792,2024,228,48,12,2,10,53,22,20.5,8.5,0.211,0.412,0.288,0.7,0.226,37,0,5,340,158,3,4,2,0,3,33,666,0.232,0.351,0.3,0.29,0.308,5.6,3.4,24.2,1024,24.0,178,28.842,4.2,182,33.2,246.0,10.0,6.0,43.0,12.0,0.535,4940,-1.3585,0.8663,2.6329,94.3194,"Heyward, Jason",978.0,Jason Heyward*,HOM,TT,LWC
Masataka Yoshida,2024,L,BOS,30,0.7943,108,421,807799,2024,378,106,21,0,10,52,27,12.4,6.4,0.28,0.415,0.349,0.764,0.302,56,0,2,526,297,6,14,0,0,2,45,1021,0.26,0.401,0.336,0.324,0.333,5.5,7.3,26.8,1593,14.6,328,56.849,5.5,285,39.6,233.0,18.0,24.0,88.0,6.0,0.478,31837,-10.9164,4.5744,-2.4973,114.6812,"Yoshida, Masataka",,Masataka Yoshida*,RM,IR,JFS
Luisangel Acuna,2024,R,NYM,22,0.7811,12,40,682668,2024,39,12,2,1,3,6,1,15.0,2.5,0.308,0.641,0.325,0.966,0.3,6,1,0,41,15,1,0,0,0,0,6,82,0.272,0.436,0.406,0.309,0.29,9.1,3.0,15.2,136,24.3,33,6.947,6.5,33,27.3,33.0,3.0,1.0,5.0,12.5,0.47,26548,2.3432,4.0206,-0.1363,196.5613,"Acuña, Luisangel",6.0,Luisangel Acuna,avail,rook,rook
Jorge Mateo,2024,R,BAL,29,0.7807,68,208,622761,2024,192,44,14,2,5,48,10,23.1,4.8,0.229,0.401,0.267,0.668,0.275,18,2,13,248,128,3,1,0,2,3,30,552,0.229,0.342,0.286,0.27,0.271,4.0,7.4,24.2,820,22.9,149,21.447,3.7,141,35.6,188.0,6.0,11.0,36.0,18.3,0.544,17273,-0.2415,0.8679,3.8491,87.4728,"Mateo, Jorge",468.0,Jorge Mateo,RAM,SR,ANG
Brendan Rodgers,2024,R,COL,27,0.7802,135,539,663898,2024,501,134,29,1,13,132,31,24.5,5.8,0.267,0.407,0.314,0.721,0.338,54,0,1,672,332,12,4,1,1,2,67,1357,0.249,0.383,0.314,0.297,0.298,5.6,7.0,22.8,2079,25.9,372,62.602,4.4,337,35.4,538.0,21.0,26.0,85.0,18.7,0.526,17907,-1.549,-8.8434,-0.8702,87.6299,"Rodgers, Brendan",4.0,Brendan Rodgers,DV,PP,RAH
Christian Vazquez,2024,R,MIN,33,0.7794,93,315,543877,2024,294,65,10,0,7,65,11,20.6,3.5,0.221,0.327,0.248,0.575,0.257,27,1,3,333,195,11,1,0,5,4,29,785,0.235,0.356,0.25,0.269,0.264,3.8,6.3,28.2,1141,20.8,238,21.741,2.3,153,38.3,237.0,9.0,15.0,67.0,17.1,0.528,9774,13.8778,-16.8309,-2.5417,60.3523,"Vázquez, Christian",25.0,Christian Vazquez,GH,IR,WWL
Andy Ibanez,2024,R,DET,31,0.7742,99,244,628451,2024,224,54,9,1,5,63,15,25.8,6.1,0.241,0.357,0.295,0.652,0.31,32,3,2,288,126,2,3,0,0,2,30,610,0.216,0.329,0.287,0.269,0.276,4.9,5.5,29.4,917,30.6,163,23.823,3.6,152,39.8,281.0,8.0,9.0,48.0,19.700000000000003,0.524,18819,3.2073,-3.8441,-0.1637,86.8168,"Ibáñez, Andy",45376.0,Andy Ibanez,RAC,TT,GAP
Giancarlo Stanton,2024,R,NYY,34,0.774,114,459,519317,2024,417,97,20,0,27,143,38,31.2,8.3,0.233,0.475,0.298,0.773,0.281,72,0,0,616,311,17,2,2,0,2,49,1168,0.253,0.525,0.33,0.356,0.318,20.7,6.5,17.8,1831,34.4,276,54.62,4.4,315,45.0,630.0,57.0,18.0,49.0,22.9,0.502,4949,-11.7747,3.9695,-4.3501,115.842,"Stanton, Giancarlo",,Giancarlo Stanton,CC,avail,RAH
Ramon Laureano,2024,R,- - -,29,0.7556,96,309,657656,2024,286,74,16,1,11,96,15,31.1,4.9,0.259,0.437,0.311,0.748,0.35,32,3,8,359,162,5,7,0,0,1,34,758,0.241,0.442,0.324,0.317,0.294,12.6,6.8,25.1,1180,31.8,191,38.561,4.7,202,44.5,375.0,24.0,13.0,48.0,26.200000000000003,0.498,17128,-3.6183,0.9423,-0.7284,104.0653,"Laureano, Ramón",978.0,Ramon Laureano,avail,avail,NYZ
Adrian Del Castillo,2024,L,ARI,24,0.7479,25,87,680728,2024,80,25,5,0,4,28,7,32.2,8.0,0.313,0.525,0.368,0.893,0.438,19,1,1,105,58,1,0,0,0,0,12,225,0.222,0.404,0.384,0.299,0.284,11.5,3.8,26.9,336,31.1,52,15.29,7.2,75,42.2,104.0,6.0,2.0,14.0,24.200000000000003,0.539,29554,0.3779,3.9671,-0.8638,146.4347,"Del Castillo, Adrian",2.0,Adrian Del Castillo*,avail,rook,rook
Sean Murphy,2024,R,ATL,29,0.7393,71,264,669221,2024,233,45,5,1,10,67,27,25.4,10.2,0.193,0.352,0.284,0.636,0.223,25,0,0,339,199,7,3,1,0,1,18,683,0.215,0.406,0.281,0.308,0.303,9.6,4.2,20.4,1065,28.4,167,23.197,3.2,138,34.2,302.0,16.0,7.0,34.0,15.2,0.534,19352,6.1549,-7.6867,-0.344,76.4744,"Murphy, Sean",2.0,Sean Murphy,HAR,ECB,ANG
Abraham Toro,2024,B,OAK,27,0.7389,94,364,647351,2024,337,81,17,1,6,62,20,17.0,5.5,0.24,0.35,0.293,0.643,0.279,26,2,4,459,248,4,5,1,2,0,34,919,0.248,0.371,0.283,0.293,0.3,4.3,5.4,22.4,1394,17.4,277,34.989,3.6,197,32.1,243.0,12.0,15.0,62.0,11.5,0.532,19844,-0.0987,-4.8797,0.6043,86.832,"Toro, Abraham",5437.0,Abraham Toro#,SV,avail,avail
Enrique Hernandez,2024,R,LAD,32,0.7045,126,393,571771,2024,362,83,16,0,12,77,27,19.6,6.9,0.229,0.373,0.281,0.654,0.257,42,0,0,481,271,13,0,0,1,3,44,1014,0.233,0.364,0.285,0.285,0.286,4.8,8.0,23.2,1518,22.9,289,35.567,3.2,224,36.0,348.0,14.0,23.0,67.0,12.7,0.531,10472,1.108,-7.3726,0.4932,83.2629,"Hernández, Enrique",537684.0,Enrique Hernandez,RAC,avail,MMA
Dane Myers,2024,R,MIA,28,0.6979,44,108,667472,2024,95,25,6,1,3,36,8,33.3,7.4,0.263,0.442,0.333,0.775,0.379,19,1,4,138,88,0,3,0,0,2,17,275,0.242,0.41,0.335,0.322,0.32,11.5,1.6,27.9,425,28.3,61,15.549,5.8,89,41.0,120.0,7.0,1.0,17.0,25.9,0.529,22054,1.4215,1.7396,0.1357,112.4192,"Myers, Dane",987.0,Dane Myers,avail,avail,avail
Nathan Lukes,2024,L,TOR,29,0.6882,22,91,664770,2024,76,23,4,2,1,9,10,9.9,11.0,0.303,0.447,0.371,0.818,0.319,10,0,1,119,45,1,0,0,2,3,13,228,0.283,0.391,0.351,0.327,0.355,4.2,4.2,26.4,356,14.8,72,13.967,6.4,68,34.8,53.0,3.0,3.0,19.0,-1.0999999999999996,0.5,18123,-0.1792,3.8093,0.4676,132.0953,"Lukes, Nathan",798.0,Nathan Lukes*,avail,avail,avail
Miguel Amaya,2024,R,CHC,25,0.6779,117,363,665804,2024,328,76,13,2,8,62,23,17.1,6.3,0.232,0.357,0.288,0.645,0.261,47,0,0,388,173,5,4,0,5,3,32,870,0.253,0.38,0.283,0.302,0.308,4.7,6.9,25.2,1291,22.5,274,34.605,3.5,215,36.8,290.0,13.0,19.0,69.0,10.8,0.518,21693,4.6793,-10.2024,-2.7114,82.7431,"Amaya, Miguel",2.0,Miguel Amaya,avail,PP,ILK
Rece Hinds,2024,R,CIN,23,0.6778,24,51,677956,2024,46,12,4,1,5,16,4,31.4,7.8,0.261,0.717,0.333,1.05,0.28,11,0,2,53,21,0,1,0,0,0,9,123,0.254,0.625,0.433,0.396,0.327,20.0,0.0,20.0,183,38.2,30,11.78,9.4,55,40.0,70.0,6.0,0.0,6.0,23.6,0.541,27493,-0.8162,5.681,1.1197,174.792,"Hinds, Rece",9.0,Rece Hinds,avail,rook,rook
Nolan Schanuel,2024,L,LAA,22,0.6686,147,607,694384,2024,519,130,19,0,13,103,68,17.0,11.2,0.25,0.362,0.343,0.705,0.285,54,1,10,843,472,14,9,0,3,7,62,1457,0.26,0.364,0.315,0.322,0.353,3.5,4.0,30.8,2356,14.3,426,69.202,4.5,366,38.3,337.0,15.0,17.0,131.0,5.800000000000001,0.48,33189,-13.0074,-0.751,-3.4792,103.9284,"Schanuel, Nolan",3.0,Nolan Schanuel*,PR,VM,FMB
Sam Hilliard,2024,L,COL,30,0.6644,58,158,656541,2024,138,33,5,1,10,56,14,35.4,8.9,0.239,0.507,0.305,0.812,0.311,27,2,5,223,102,3,0,1,4,2,26,406,0.218,0.412,0.342,0.3,0.288,14.8,2.3,27.3,648,40.5,88,21.027,4.9,131,44.4,262.0,13.0,2.0,24.0,26.5,0.506,17954,-0.7923,1.9646,0.7071,106.6559,"Hilliard, Sam",789.0,Sam Hilliard*,avail,avail,avail
Gio Urshela,2024,R,- - -,32,0.6616,126,461,570482,2024,432,108,19,1,9,72,23,15.6,5.0,0.25,0.361,0.286,0.647,0.278,51,0,0,483,245,13,1,1,0,5,34,1156,0.265,0.395,0.281,0.302,0.303,4.9,5.2,26.8,1693,20.3,365,42.484,3.4,243,36.9,344.0,18.0,19.0,98.0,10.6,0.524,10681,3.9273,-12.6162,-2.6775,80.894,"Urshela, Gio",53.0,Gio Urshela,STE,CW,WAW
Trevor Story,2024,R,BOS,31,0.6363,26,106,596115,2024,94,24,7,0,2,33,11,31.1,10.4,0.255,0.394,0.34,0.734,0.373,10,3,6,107,55,2,1,2,0,0,8,250,0.199,0.296,0.318,0.258,0.289,6.6,3.3,27.9,373,30.3,61,12.494,4.5,66,37.8,113.0,4.0,2.0,17.0,20.700000000000003,0.547,12564,2.5249,0.1032,-0.0651,101.3879,"Story, Trevor",6.0,Trevor Story,avail,IR,FMB
Junior Caminero,2024,R,TBR,20,0.6326,43,177,691406,2024,165,41,9,1,6,38,11,21.5,6.2,0.248,0.424,0.299,0.723,0.289,18,0,2,203,113,2,1,2,0,0,15,413,0.24,0.408,0.309,0.3,0.292,11.8,3.1,16.5,629,31.7,127,21.218,4.5,109,31.4,199.0,15.0,4.0,21.0,15.3,0.53,28163,-0.7549,0.9801,-0.1277,105.4702,"Caminero, Junior",53.0,Junior Caminero,PR,MVR,RAH
Jhonkensy Noel,2024,R,CLE,22,0.6103,67,198,678877,2024,179,39,7,1,13,63,13,31.8,6.6,0.218,0.486,0.288,0.774,0.25,28,0,0,194,118,1,5,0,0,1,25,510,0.222,0.442,0.331,0.325,0.296,14.5,4.3,15.4,725,34.2,117,26.077,5.0,144,34.2,248.0,17.0,5.0,18.0,25.200000000000003,0.593,24257,-4.1148,3.4238,-0.5501,117.5421,"Noel, Jhonkensy",93.0,Jhonkensy Noel,avail,rook,rook
Will Wagner,2024,L,TOR,25,0.606,24,86,695238,2024,82,25,6,0,2,16,4,18.6,4.7,0.305,0.451,0.337,0.788,0.359,11,0,0,115,72,3,0,0,0,0,8,243,0.316,0.48,0.342,0.357,0.348,9.1,7.6,33.3,364,19.3,66,11.5,5.2,55,50.0,70.0,6.0,5.0,22.0,13.900000000000002,0.486,29634,0.9413,2.0598,-0.4373,125.3786,"Wagner, Will",4.0,Will Wagner*,avail,rook,rook
